1729124008,1880,81,917,41,4025
1729125808,1931,78,1190,42,3952
1729127608,1960,74,1400,41,3997
1729129408,1981,72,1418,42,4011
1729131208,1998,67,1384,43,3965
1729133008,1975,69,1171,41,3812
1729134807,1954,66,1214,39,3680
1729136607,1947,69,1142,38,3590
1729138407,1935,69,1044,40,3435
1729140207,1944,71,900,41,3395
1729142007,1894,69,916,41,3275
1729143807,1866,69,878,38,3178
1729145607,1892,70,862,39,3163
1729147407,1897,68,748,38,3189
1729149207,1894,67,820,36,3160
1729151007,1880,68,872,37,3183
1729152807,1917,71,581,32,3214
1729154607,1976,73,836,41,3308
1729156407,2027,73,891,38,3450
1729158207,2055,76,998,43,3580
1729160007,1846,74,819,41,3693
1729161807,2162,74,1008,46,3880
1729163607,2292,67,1059,50,4026
1729165407,2393,69,1139,51,4287
1729167207,2608,76,1228,48,4635
1729169007,2878,78,1188,49,4927
1729170806,2984,77,1320,47,5197
1729172606,3020,79,1487,47,5425
1729174406,3182,79,1586,46,5625
1729176206,3105,82,1805,51,5703
1729178006,2958,83,1863,47,5594
1729179806,2877,84,1887,51,5489
1729181606,2660,89,1070,49,5122
1729183406,2569,87,1785,56,5142
1729185206,2418,90,2012,60,5218
1729187006,2353,90,1899,52,5275
1729188806,2351,88,2162,54,5324
1729190606,2122,82,2209,54,5321
1729192406,2106,89,2186,55,5186
1729194206,2016,83,2195,54,4983
1729196006,1980,79,2152,52,4888
1729197806,1935,81,2042,52,4720
1729199606,1868,84,1992,51,4586
1729201406,1829,80,1764,47,4400
1729203206,1555,77,1859,49,4322
1729205006,1657,76,1788,49,4225
