1768004466,1223,54,554,37,4739
1768008006,1170,50,195,27,4135
1768011545,1142,54,2890,101,6498
1768015084,1112,49,4000,103,7778
1768018624,1106,50,4095,101,7864
1768022163,991,45,4145,99,7796
1768025703,1028,45,4046,94,7730
1768029242,970,50,3880,103,7561
1768032781,1017,45,3646,100,7384
1768036321,1149,45,3770,113,7597
1768039860,1288,51,4069,119,8125
1768043399,1435,58,4562,122,8970
1768046939,1582,59,5106,119,10073
1768050478,1834,60,5667,131,11053
1768054018,1897,62,5729,138,11514
1768057557,1883,57,5907,136,11593
1768061096,1828,62,6144,134,11732
1768064636,1810,60,6505,139,11945
1768068175,1849,66,6964,141,12248
1768071715,1882,61,7156,144,12445
1768075254,1805,67,7567,153,12688
1768078793,1658,63,7624,150,12691
