1729296803,2113,83,1138,45,4390
1729298603,2155,77,1455,48,4301
1729300402,2236,78,1582,45,4491
1729302202,2283,83,1555,38,4527
1729304002,2281,76,1569,41,4460
1729305802,2317,78,1471,45,4435
1729307602,2339,79,1450,44,4395
1729309402,2327,77,1435,42,4319
1729311202,2205,74,1324,39,4198
1729313002,2276,73,1123,38,4075
1729314802,2324,72,1172,41,4031
1729316602,2307,74,1206,44,3984
1729318402,2305,74,1109,46,3951
1729320202,2338,74,1136,40,3982
1729322002,2374,77,1133,41,3983
1729323802,2401,76,1193,44,4107
1729325602,2462,77,797,42,4094
1729327402,2481,77,1113,42,4188
1729329202,2491,76,1290,41,4365
1729331002,2571,78,1353,44,4533
1729332802,2400,79,1418,48,4729
1729334602,2558,76,1456,50,5001
1729336401,2723,80,1706,54,5343
1729338201,3030,80,1831,52,5677
1729340001,3305,84,1918,51,6067
1729341801,3532,87,2032,58,6378
1729343601,3639,89,2140,62,6692
1729345401,3613,85,2271,59,6836
1729347201,3673,85,2321,56,6913
1729349001,3651,84,2456,57,7050
1729350801,3548,89,2440,56,6967
1729352601,3400,88,2483,54,6795
1729354401,3198,87,1620,56,6515
1729356201,3082,93,2323,60,6498
1729358001,2999,100,2534,57,6562
1729359801,2934,95,2613,59,6574
1729361601,2830,91,2692,51,6541
1729363401,2808,87,2740,53,6540
1729365201,2719,96,2739,57,6479
1729367000,2683,90,2742,60,6493
1729368800,2605,88,2668,57,6330
1729370600,2553,87,2647,55,6244
1729372400,2510,89,2539,59,6012
1729374200,2438,85,2504,53,5814
