1778200929,1193,57,8818,148,13203
1778204469,1212,52,8464,143,12753
1778208008,1174,50,8109,140,12019
1778211547,1110,49,7002,133,10968
1778215087,1026,45,6487,132,9991
1778218626,975,48,5498,122,8992
1778222166,887,47,5008,121,8240
1778225705,851,44,4839,128,8102
1778229244,866,49,4827,126,8107
1778232784,921,44,5034,126,8452
1778236323,1011,46,5220,133,8989
1778239862,1153,49,5424,130,9691
1778243402,1465,52,6663,138,11228
1778246941,1646,53,7634,143,12638
1778250480,1781,50,8398,150,13638
1778254020,1735,56,8972,151,14288
1778257559,1665,60,9705,157,14849
1778261099,1589,66,10114,162,15401
1778264638,1730,64,11046,154,16373
1778268177,1651,59,11491,172,16923
1778271717,1568,63,11484,171,16669
