1725581524,1797,69,1883,51,4687
1725583324,1856,73,1820,52,4550
1725585124,1901,68,1936,48,4662
1725586924,1943,68,1943,48,4630
1725588724,1961,68,1903,49,4574
1725590524,1958,70,1807,53,4441
1725592324,1948,67,1741,49,4299
1725594124,1934,68,1579,45,4146
1725595924,1921,63,1470,45,4025
1725597724,1936,69,1468,45,3978
1725599524,1912,70,1352,45,3816
1725601324,1954,68,1323,42,3801
1725603123,1988,69,1293,41,3796
1725604923,2030,69,1207,46,3705
1725606723,2018,71,1201,44,3706
1725608523,2021,71,1160,46,3691
1725610323,2058,72,1054,49,3742
1725612123,2139,71,1094,43,3770
1725613923,2162,70,1109,46,3865
1725615723,2250,71,1219,50,4035
1725617523,2084,74,1277,48,4110
1725619323,2184,70,1362,50,4303
1725621123,2329,75,1431,53,4556
1725622923,2659,80,1585,56,4920
1725624723,2772,80,1686,62,5189
1725626522,3001,81,1842,57,5557
1725628322,3184,80,1962,59,5896
1725630122,3276,85,2089,59,6207
1725631922,3302,83,2225,58,6359
1725633722,3212,78,2339,57,6409
1725635522,3129,78,2405,58,6435
1725637322,3059,88,2387,57,6359
1725639122,2914,88,2241,57,6309
1725640922,2769,92,2412,52,6104
1725642722,2665,87,2553,54,6117
