1758847540,1200,51,2966,72,5214
1758851079,1151,52,2832,69,5109
1758854618,1142,59,2719,65,4908
1758858158,1098,55,2510,68,4494
1758861697,1115,48,2349,72,4315
1758865237,1110,47,2168,58,4163
1758868776,1068,49,2057,55,3961
1758872315,1083,49,1984,62,3927
1758875855,1124,50,1356,53,4013
1758879394,1247,51,2077,64,4366
1758882934,1348,47,2223,61,4735
1758886473,1532,49,2380,70,5269
1758890012,1815,52,2700,76,6060
1758893552,2096,55,3127,76,6915
1758897091,2192,60,3432,84,7374
1758900631,2073,61,3519,82,7423
1758904170,1611,61,2740,76,7157
1758907709,1656,65,3985,79,7404
1758911249,1616,67,4260,90,7545
1758914788,1592,67,4442,85,7559
1758918327,1498,60,4281,92,7398
