1748651920,2037,74,2287,71,6140
1748655460,2167,75,2905,78,6509
1748658999,2224,68,2957,73,6478
1748662539,2072,70,2804,76,6296
1748666078,2175,64,2689,70,6112
1748669618,2333,69,2462,74,5958
1748673157,2318,71,2326,76,5693
1748676697,2435,70,2277,75,5758
1748680236,2454,67,1768,69,5643
1748683776,2535,65,2430,79,6134
1748687315,2488,70,2634,78,6497
1748690854,2741,75,2877,81,7172
1748694394,3078,77,3075,86,7783
1748697933,3449,82,3576,104,8582
1748701473,3456,79,3854,94,8850
1748705012,3226,85,3999,92,8764
1748708552,2957,80,3154,82,8165
1748712091,2769,83,4453,104,8691
1748715630,2737,91,4769,107,9089
1748719170,2592,78,4863,107,9254
1748722709,2434,84,5116,96,9043
