1743294057,2271,80,2556,74,7756
1743295857,2350,77,4355,103,8086
1743297657,2373,78,4284,106,7970
1743299457,2374,80,4299,100,7944
1743301257,2394,75,4147,95,7818
1743303057,2517,79,4054,90,7750
1743304857,2621,81,3929,92,7633
1743306657,2624,74,3769,90,7459
1743308457,2616,73,3376,84,7099
1743310257,2626,72,3352,89,6871
1743312056,2710,74,3112,92,6809
1743313856,2674,73,3049,91,6628
1743315656,2682,71,2855,91,6439
1743317456,2575,78,2796,90,6358
1743319256,2651,78,2709,98,6247
1743321056,2699,79,2692,99,6260
1743322856,2532,79,1517,65,5927
1743324656,2533,76,2562,99,6209
