1738542119,2080,83,2613,65,5983
1738543919,2087,76,2826,65,6059
1738545719,2130,75,2767,62,5987
1738547519,2113,71,2755,60,5861
1738549319,2125,75,2687,60,5711
1738551119,2079,75,2603,57,5520
1738552919,2082,72,2469,49,5284
1738554719,2023,72,2375,49,5118
1738556520,2059,71,2078,54,4894
1738558320,2006,71,2129,53,4792
1738560120,1965,68,2026,59,4641
1738561920,1957,71,1950,59,4505
1738563720,1975,72,1790,56,4404
1738565520,2019,68,1783,54,4343
1738567321,1996,70,1737,50,4255
1738569121,2024,68,1744,50,4327
1738570921,2081,72,1383,57,4096
1738572721,2131,70,1609,56,4342
1738574521,2157,68,1674,53,4442
1738576321,2160,72,1723,59,4540
1738578121,2032,75,1746,58,4643
1738579922,2215,72,1886,59,4871
1738581722,2312,68,1956,59,5061
1738583522,2408,66,2072,60,5328
1738585323,2560,69,2161,58,5536
1738587123,2627,70,2349,58,5857
1738588923,2775,74,2540,62,6175
1738590723,2781,81,2688,61,6381
1738592525,2841,78,2836,65,6651
1738594325,2837,78,3030,71,6810
1738596124,2798,77,3101,69,6946
1738597925,2712,83,3270,69,7017
1738599724,2699,88,3007,70,6871
1738601525,2634,82,3220,74,7177
1738603325,2606,84,3398,72,7304
1738605125,2551,84,3578,71,7448
1738606925,2553,82,3668,64,7583
1738608726,2430,82,3715,65,7586
1738610526,2476,86,3733,64,7531
1738612326,2381,83,3743,61,7421
1738615928,2198,80,3731,67,7122
