1775263758,1403,59,9348,144,14194
1775267297,1464,58,9130,148,14108
1775270837,1427,56,8900,141,13772
1775274376,1438,56,8567,133,13165
1775277916,1346,50,7904,132,12207
1775281455,1187,49,7001,133,11052
1775284994,1186,46,6379,133,10316
1775288534,1146,50,5942,129,9974
1775292073,1194,50,5701,129,9654
1775295613,1237,50,5658,132,9775
1775299152,1273,50,6041,131,10334
1775302691,1459,52,6494,127,11069
1775306231,1658,59,6992,137,11966
1775309770,1855,59,8017,145,13391
1775313310,1943,60,8823,147,14449
1775316849,2012,64,9531,164,15378
1775320388,1917,60,10159,163,15916
1775323928,1969,65,10632,166,16524
1775327467,2041,63,11468,170,17460
1775331006,2065,63,12059,170,18204
1775334546,2082,67,12309,167,18392
