1706315168,1600,77,1420,37,3621
1706316968,1577,80,1400,34,3525
1706318768,1611,75,1356,39,3483
1706320568,1657,77,1340,35,3503
1706322368,1725,76,1338,39,3556
1706324168,1742,81,1177,37,3562
1706325968,1742,67,1303,39,3519
1706327769,1693,72,1258,41,3443
1706329569,1732,69,1205,34,3455
1706331369,1592,66,1093,35,3323
1706333169,1679,69,1047,33,3263
1706334969,1688,68,1049,33,3228
1706336769,1743,72,990,39,3237
1706338570,1750,69,998,35,3243
1706340370,1760,71,945,36,3228
1706342170,1753,66,948,34,3268
1706343970,1778,64,1007,36,3307
1706345770,1823,67,1018,37,3365
1706347571,1951,69,1076,35,3559
1706349371,1988,70,1130,37,3652
1706351171,2097,73,1303,44,3883
