1787445237,1141,51,9603,200,16415
1787448776,1327,51,9847,200,16066
1787452315,1415,53,9573,200,16654
1787455854,1430,55,10714,200,17388
1787459394,1285,55,10459,200,17325
1787462933,1324,51,10333,200,17675
1787466472,1227,56,9301,200,18064
1787470011,1206,54,9648,200,17925
1787473551,1281,56,10568,200,18367
1787477090,1280,48,10998,200,18840
1787480629,1405,54,9428,200,19410
1787484168,1386,53,10374,200,20559
1787491247,1969,58,11632,200,23212
1787494786,2167,64,12040,200,25571
1787498325,2034,62,11759,200,27050
1787501865,1947,60,12730,200,27324
1787505404,1825,61,13092,200,26625
1787508943,1794,54,12815,200,26035
1787512482,1823,60,12731,200,25401
1787516021,1648,56,11835,200,23752
