1736295744,2122,85,2035,62,5764
1736297544,2244,83,2484,59,6030
1736299344,2353,81,2545,57,6151
1736301144,2466,78,2551,61,6195
1736302944,2471,77,2496,61,6128
1736304744,2423,79,2494,59,5979
1736306544,2490,77,2327,61,5814
1736308344,2471,79,2312,55,5738
1736310144,2493,76,2215,53,5605
1736311944,2485,77,2143,54,5486
1736313744,2473,72,2020,52,5354
1736315544,2432,76,1956,48,5178
1736317344,2484,72,1677,48,4945
1736319144,2480,69,1752,44,4921
1736320944,2554,78,1671,45,4952
1736322744,2557,81,1661,48,4909
1736324544,2617,75,1194,56,4681
1736326344,2625,74,1517,52,4874
