1726531892,2204,73,1667,40,4901
1726533692,2233,76,1803,44,4907
1726535492,2252,73,1826,47,4898
1726537292,2250,68,1822,49,4879
1726539092,2248,73,1796,41,4762
1726540892,2264,74,1759,44,4702
1726542692,2247,70,1618,42,4471
1726544492,2193,70,1518,40,4303
1726546292,2163,65,1387,39,4110
1726548092,2193,66,1295,46,4039
1726549892,2213,69,1131,41,3931
1726551692,2219,71,1109,40,3907
1726553492,2206,67,1080,39,3811
1726555292,2232,67,1082,40,3833
1726557092,2249,66,1085,41,3842
1726558891,2293,68,1034,41,3803
1726560691,2325,64,840,44,3792
1726562491,2304,66,979,46,3797
1726564291,2275,68,1001,45,3815
1726566091,2309,68,1031,43,3919
1726567891,1881,63,1068,41,3909
1726569691,2126,66,1156,43,4060
