1772842822,1252,56,115,24,3235
1772846361,1257,54,72,19,3173
1772849901,1236,53,46,17,3104
1772853440,1222,56,1933,83,4915
1772856979,1197,52,3282,85,6357
1772860519,1121,52,3312,94,6357
1772864058,1111,55,3140,94,6191
1772867597,1141,50,3047,91,6203
1772871137,1187,53,3129,94,6315
1772874676,1292,51,3416,99,6765
1772878216,1354,53,3634,97,7192
1772881755,1471,55,4021,102,7868
1772885294,1541,57,4264,107,8349
1772888834,1774,51,4704,117,9184
1772892373,1869,53,5028,121,9647
1772895912,1855,53,5359,122,9976
1772899452,1787,55,5593,116,9982
1772902991,1807,59,6048,130,10419
1772906530,1514,61,6245,140,10590
1772910070,1782,60,6490,129,10853
1772913609,1743,62,6739,131,11035
1772917149,1623,58,6901,135,10866
