1739665416,2675,91,4179,82,8927
1739667216,2679,96,4564,86,8988
1739669016,2695,98,4422,78,8832
1739670817,2719,96,4370,79,8735
1739672617,2772,83,4210,78,8573
1739674419,2864,85,4228,78,8623
1739676219,2859,85,4158,74,8444
1739678019,2854,83,4139,68,8447
1739679819,2823,84,4034,68,8214
1739681618,2811,83,3920,67,7971
1739683418,2844,84,3798,73,7813
1739685218,2828,83,3711,72,7663
1739687018,2838,88,3524,71,7451
1739688818,2822,81,3466,71,7255
1739690622,2724,81,3403,72,7130
1739692422,2760,79,3311,74,7043
1739694222,2822,81,2769,70,6742
1739696022,2887,85,3106,68,7062
