1759969524,1159,53,1731,68,5155
1759973064,1112,55,2643,72,5230
1759976603,1083,56,2567,70,5097
1759980143,991,59,2318,66,4675
1759983682,993,53,2004,60,4235
1759987221,1044,55,1904,57,4128
1759990761,1020,50,1886,58,4028
1759994300,998,46,1833,65,3943
1759997839,1028,44,1238,61,3892
1760001379,1118,51,1884,64,4161
1760004918,1244,53,2053,66,4585
1760008458,1386,53,2341,73,5165
1760011997,1586,54,2454,73,5599
1760015536,1854,62,2845,76,6468
1760019076,1863,58,3146,85,6814
1760022615,1819,66,3340,79,6853
1760026154,1610,64,2581,75,6771
1760029694,1676,64,3596,76,7074
1760033233,1629,65,3977,96,7343
1760036772,1509,61,3985,84,7179
1760040312,1432,63,3912,83,6945
