1775780510,1464,56,8366,141,13041
1775784049,1429,52,8044,136,12620
1775787589,1431,56,7848,132,12284
1775791128,1367,55,7245,129,11393
1775794668,1288,55,6530,118,10349
1775798207,1137,44,5598,116,9156
1775801746,1081,49,5037,105,8539
1775805286,1047,49,4545,110,8124
1775808825,1018,54,4310,117,7797
1775812364,993,48,4412,123,8150
1775815904,1144,47,4765,121,8422
1775819443,1286,48,4238,98,9046
1775822983,1342,47,4215,115,8894
1775826522,1624,55,6075,118,11162
1775830061,1666,63,7143,117,12538
1775833601,1686,60,8092,126,13600
1775837140,1706,58,8587,138,14268
1775840679,1820,65,9200,149,14913
1775844219,1836,76,10210,155,15848
1775847758,1840,68,11010,155,16681
1775851298,1830,67,11308,159,16890
