1752365247,1671,70,3494,105,6942
1752368787,1693,67,3483,106,6788
1752372326,1730,71,3336,100,6841
1752375865,1780,65,3313,103,6853
1752379405,1711,64,3209,96,6639
1752382944,1740,74,3013,97,6458
1752386484,1792,75,2955,98,6362
1752390023,1777,68,2714,101,6050
1752393563,1768,65,2639,96,5996
1752397102,1776,62,2538,96,6049
1752400642,1800,66,2969,106,6616
1752404181,1832,67,3381,105,7053
1752407720,1849,67,3677,115,7577
1752411260,2103,72,3960,120,8201
1752414799,2389,76,4306,123,8917
1752418339,2448,84,4707,117,9405
1752421878,2235,73,4843,122,9237
1752425418,2169,84,4655,133,8968
1752428957,2044,77,5403,129,9499
1752432496,2097,89,5636,128,9752
1752436036,2070,90,5769,129,9764
1752439575,1949,79,5402,119,9171
